9975;PENICILLIN V STADA 1.5MEGA;STADAPHARM GmbH;TAB;2019-02-15;PARTIAL
10518;CLINDASOL 600MG FILMTABL;CNP Pharma GmbH;FTA;2019-02-15;PARTIAL
10636;FINASTERID BIOMO 5MG FTA;biomo pharma GmbH;FTA;2019-02-15;PARTIAL
10760;ZITHROMAX 250MG FILMTABL;Pfizer Pharma PFE GmbH;FTA;2019-02-15;PARTIAL
10837;CLINDASOL 150MG/ML INJ LOE;CNP Pharma GmbH;ILO;2019-02-15;PARTIAL
11133;BLOPRESID 16MG PLUS 12.5MG;Orifarm GmbH;TAB;2019-02-15;PARTIAL
11162;NORVASC 5MG;Pfizer Pharma PFE GmbH;TAB;2019-02-15;PARTIAL
11280;CELIPRO LICH;Zentiva Pharma GmbH;FTA;2019-02-15;PARTIAL
11297;CELIPRO LICH;Zentiva Pharma GmbH;FTA;2019-02-15;PARTIAL
11305;CELIPRO LICH;Zentiva Pharma GmbH;FTA;2019-02-15;PARTIAL
11340;REBIF 22 MIKROGRAMM INJ LO;EurimPharm Arzneimittel GmbH;FER;2019-02-15;PARTIAL
11788;TILIDIN 150/12RETARD 1A PH;1 A Pharma GmbH;RET;2019-02-15;PARTIAL
12486;RIZATRIPTAN LIN 1A PHA 5MG;1 A Pharma GmbH;SMT;2019-02-15;PARTIAL
12813;LANSOPRAZOL ABZ 30MG KAPS;AbZ Pharma GmbH;KMR;2019-02-15;PARTIAL
12842;SERTRALIN ABZ 50MG FILMTAB;AbZ Pharma GmbH;FTA;2019-02-15;PARTIAL
12931;EXFORGE 5MG/80MG FTA;kohlpharma GmbH;FTA;2019-02-15;PARTIAL
13468;SEREVENT DISKUS 60 EINZELD;kohlpharma GmbH;PUL;2019-02-15;PARTIAL
13474;SEREVENT DISKUS 60 EINZELD;kohlpharma GmbH;PUL;2019-02-15;PARTIAL
13480;SOLIAN LOESUNG;kohlpharma GmbH;LOE;2019-02-15;PARTIAL
13534;EXFORGE 5MG/80MG FTA;kohlpharma GmbH;FTA;2019-02-15;PARTIAL
13540;SULPIRID HEXAL 200MG TABL;Hexal AG;TAB;2019-02-15;PARTIAL
13758;RIZATRIPTAN LIN 1A PHA 5MG;1 A Pharma GmbH;SMT;2019-02-15;PARTIAL
13764;RIZATRIPTAN LIN 1A PHA 5MG;1 A Pharma GmbH;SMT;2019-02-15;PARTIAL
13787;RIZATRIPTAN LIN 1A PHA10MG;1 A Pharma GmbH;SMT;2019-02-15;PARTIAL
